S,ID,E,N,RTK_true,depth_begin_cm,depth_end_cm,thickness,N,OC,pH,%CF,%sand,%silt,%clay,BD_f,BD_m,CaCO3_true,c_root %,f_root %,t_root%
19,A2A,517096.474,4768455.247,1,5,0,0.05,0.40,5.69,5.75,21,0.13,0.55,0.32,NaN,588,0,0.42,0.60,1.02
19,A3A,517096.474,4768455.247,1,10,20,0.1,0.30,3.79,5.75,33,0.14,0.78,0.08,518,670,0,1.42,0.43,1.85
19,A4A,517096.474,4768455.247,1,20,30,0.1,0.26,2.84,5.59,27,0.18,0.76,0.06,518,736,0,0.12,0.33,0.44
19,A5A,517096.474,4768455.247,1,30,40,0.1,NaN,NaN,5.54,29,NaN,NaN,NaN,NaN,NaN,0,0.05,0.29,0.34
19,A6A,517096.474,4768455.247,1,40,50,0.1,NaN,NaN,5.54,32,NaN,NaN,NaN,NaN,NaN,0,0.12,NaN,NaN
19,A1B,517096.474,4768455.247,1,0,5,0.05,0.44,7.91,NaN,33,NaN,NaN,NaN,NaN,528,0,0.19,1.34,1.53
19,A2B,517096.474,4768455.247,1,5,0,0.05,0.34,5.33,NaN,31,NaN,NaN,NaN,NaN,600,0,0.49,1.25,1.74
19,A3B,517096.474,4768455.247,1,10,20,0.1,0.26,3.38,NaN,30,NaN,NaN,NaN,473,696,0,0.22,0.21,0.43
19,A4B,517096.474,4768455.247,1,20,30,0.1,0.28,3.57,NaN,31,NaN,NaN,NaN,473,683,0,0.00,0.23,0.24
19,A5B,517096.474,4768455.247,1,30,40,0.1,0.21,NaN,NaN,29,NaN,NaN,NaN,NaN,772,0,0.06,0.16,0.22
19,A6B,517096.474,4768455.247,1,40,50,0.1,0.21,NaN,NaN,24,NaN,NaN,NaN,NaN,812,0,0.03,0.18,0.21
19,A1C,517096.474,4768455.247,1,0,5,0.05,0.41,6.37,NaN,25,NaN,NaN,NaN,NaN,567,0,2.39,1.75,4.14
19,A2C,517096.474,4768455.247,1,5,0,0.05,0.27,3.70,NaN,28,NaN,NaN,NaN,NaN,675,0,0.46,0.50,0.96
19,A3C,517096.474,4768455.247,1,10,20,0.1,0.26,3.21,NaN,25,NaN,NaN,NaN,518,707,0,0.40,0.44,0.84
19,A4C,517096.474,4768455.247,1,20,30,0.1,0.25,2.81,NaN,28,NaN,NaN,NaN,518,739,0,0.20,0.41,0.61
19,A5C,517096.474,4768455.247,1,30,40,0.1,NaN,NaN,NaN,32,NaN,NaN,NaN,NaN,NaN,0,0.35,NaN,NaN
19,A6C,517096.474,4768455.247,1,40,50,0.1,NaN,NaN,NaN,28,NaN,NaN,NaN,NaN,NaN,0,0.10,NaN,NaN
19,B1,517097.474,4768455.147,1,0,5,0.05,0.43,7.78,NaN,26,NaN,NaN,NaN,NaN,531,0,0.49,0.51,1.01
19,B2,517097.474,4768455.147,1,5,0,0.05,0.21,3.90,NaN,27,NaN,NaN,NaN,NaN,664,0,0.66,0.40,1.06
19,B3,517097.474,4768455.147,1,10,20,0.1,0.21,2.88,NaN,30,NaN,NaN,NaN,NaN,733,0,0.36,0.20,0.56
19,B4,517097.474,4768455.147,1,20,30,0.1,0.15,2.33,NaN,34,NaN,NaN,NaN,NaN,785,0,0.10,0.07,0.17
19,C1,517083.474,4768452.247,1,0,5,0.05,0.36,5.02,NaN,36,NaN,NaN,NaN,NaN,612,0,0.55,0.85,1.39
19,C2,517083.474,4768452.247,1,5,0,0.05,0.30,3.45,NaN,35,NaN,NaN,NaN,NaN,691,0,0.33,0.60,0.93
19,C3,517083.474,4768452.247,1,10,20,0.1,0.24,3.03,NaN,25,NaN,NaN,NaN,NaN,720,0,0.92,0.23,1.14
19,C4,517083.474,4768452.247,1,20,30,0.1,0.22,2.68,NaN,34,NaN,NaN,NaN,NaN,750,0,0.56,0.19,0.75
19,D1,517083.974,4768451.747,1,0,5,0.05,0.33,5.38,NaN,30,NaN,NaN,NaN,NaN,598,0,0.49,0.54,1.03
19,D2,517083.974,4768451.747,1,5,0,0.05,0.21,3.19,NaN,36,NaN,NaN,NaN,NaN,709,0,0.10,0.36,0.46
19,D3,517083.974,4768451.747,1,10,20,0.1,0.27,3.38,NaN,24,NaN,NaN,NaN,NaN,696,0,0.45,0.14,0.59
19,D4,517083.974,4768451.747,1,20,30,0.1,0.28,3.31,NaN,28,NaN,NaN,NaN,NaN,700,0,0.27,0.27,0.54
19,E1,517105.364,4768453.847,1,0,5,0.05,0.80,14.67,NaN,31,NaN,NaN,NaN,NaN,432,0,3.43,7.43,10.86
19,E2,517105.364,4768453.847,1,5,0,0.05,0.49,8.85,NaN,40,NaN,NaN,NaN,NaN,509,0,1.79,2.01,3.80
19,E3,517105.364,4768453.847,1,10,20,0.1,0.25,4.04,NaN,39,NaN,NaN,NaN,NaN,657,0,1.64,0.72,2.36
19,E4,517105.364,4768453.847,1,20,30,0.1,0.22,2.49,NaN,38,NaN,NaN,NaN,NaN,768,0,0.49,0.42,0.91
19,F1,517104.364,4768454.847,1,0,5,0.05,0.40,6.98,NaN,29,NaN,NaN,NaN,NaN,550,0,2.92,7.17,10.09
19,F2,517104.364,4768454.847,1,5,0,0.05,0.26,3.52,NaN,44,NaN,NaN,NaN,NaN,687,0,0.46,1.27,1.73
19,F3,517104.364,4768454.847,1,10,20,0.1,0.18,2.33,NaN,35,NaN,NaN,NaN,NaN,785,0,6.35,1.11,7.47
19,F4,517104.364,4768454.847,1,20,30,0.1,0.15,1.95,NaN,41,NaN,NaN,NaN,NaN,832,0,0.86,0.39,1.25
19,G1,517090.974,4768443.467,1,0,5,0.05,0.29,4.25,NaN,34,NaN,NaN,NaN,NaN,646,0,1.51,NaN,NaN
19,G2,517090.974,4768443.467,1,5,0,0.05,0.24,2.41,NaN,33,NaN,NaN,NaN,NaN,777,0,0.60,1.46,2.06
19,G3,517090.974,4768443.467,1,10,20,0.1,0.18,2.13,NaN,39,NaN,NaN,NaN,NaN,807,0,0.32,0.52,0.84
19,G4,517090.974,4768443.467,1,20,30,0.1,0.19,2.19,NaN,41,NaN,NaN,NaN,NaN,800,0,0.35,0.38,0.73
19,H1,517089.474,4768443.667,1,0,5,0.05,0.53,9.48,NaN,27,NaN,NaN,NaN,NaN,498,0,3.71,6.02,9.73
19,H2,517089.474,4768443.667,1,5,0,0.05,0.34,5.62,NaN,42,NaN,NaN,NaN,NaN,590,0,0.70,2.50,3.20
19,H3,517089.474,4768443.667,1,10,20,0.1,0.23,2.67,NaN,38,NaN,NaN,NaN,NaN,751,0,0.36,0.90,1.26
19,H4,517089.474,4768443.667,1,20,30,0.1,0.20,2.40,NaN,40,NaN,NaN,NaN,NaN,777,0,0.33,0.71,1.05
19,I1,517090.184,4768458.317,1,0,5,0.05,0.35,5.05,NaN,30,NaN,NaN,NaN,NaN,611,0,2.24,1.11,3.35
19,I2,517090.184,4768458.317,1,5,0,0.05,0.25,3.12,NaN,36,NaN,NaN,NaN,NaN,714,0,0.68,0.34,1.02
19,I3,517090.184,4768458.317,1,10,20,0.1,0.24,2.89,NaN,36,NaN,NaN,NaN,NaN,732,0,0.39,0.54,0.93
19,I4,517090.184,4768458.317,1,20,30,0.1,NaN,0.00,NaN,100,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
19,J1,517090.949,4768457.317,1,0,5,0.05,0.46,6.31,NaN,30,NaN,NaN,NaN,NaN,568,0,1.35,1.54,2.89
19,J2,517090.949,4768457.317,1,5,0,0.05,0.35,3.72,NaN,33,NaN,NaN,NaN,NaN,674,0,1.94,0.54,2.48
19,J3,517090.949,4768457.317,1,10,20,0.1,0.30,3.64,NaN,30,NaN,NaN,NaN,NaN,679,0,1.66,0.19,1.85
19,J4,517090.949,4768457.317,1,20,30,0.1,0.25,2.82,NaN,28,NaN,NaN,NaN,NaN,737,0,2.50,0.20,2.69
20,A1A,518465.73,4772632.534,1,0,5,0.05,0.22,2.28,6.61,7,0.74,0.17,0.09,NaN,1255,0,0.59,0.41,1.00
20,A2A,518465.73,4772632.534,1,5,0,0.05,0.09,1.04,6.80,14,0.72,0.18,0.11,NaN,1410,0,0.01,0.06,0.07
20,A3A,518465.73,4772632.534,1,10,20,0.1,0.07,0.79,6.78,20,0.70,0.19,0.11,1214,1469,0,0.01,0.04,0.05
20,A4A,518465.73,4772632.534,1,20,30,0.1,0.07,0.66,6.70,20,0.73,0.15,0.13,NaN,1509,0,0.00,0.03,0.04
20,A5A,518465.73,4772632.534,1,30,40,0.1,0.05,NaN,6.65,15,NaN,NaN,NaN,NaN,1568,0,NaN,0.05,NaN
20,A1B,518465.73,4772632.534,1,0,5,0.05,0.25,3.03,NaN,8,NaN,NaN,NaN,NaN,1203,0,19.23,1.34,20.57
20,A2B,518465.73,4772632.534,1,5,0,0.05,0.12,1.38,NaN,11,NaN,NaN,NaN,NaN,1352,0,0.11,0.17,0.28
20,A3B,518465.73,4772632.534,1,10,20,0.1,0.09,0.92,NaN,19,NaN,NaN,NaN,1243,1434,0,0.08,0.20,0.28
20,A4B,518465.73,4772632.534,1,20,30,0.1,0.07,0.62,NaN,19,NaN,NaN,NaN,NaN,1522,0,0.01,0.12,0.13
20,A5B,518465.73,4772632.534,1,30,40,0.1,0.08,NaN,NaN,22,NaN,NaN,NaN,NaN,1491,0,0.00,0.08,0.08
20,A1C,518465.73,4772632.534,1,0,5,0.05,0.20,2.48,NaN,9,NaN,NaN,NaN,NaN,1240,0,4.12,0.53,4.65
20,A2C,518465.73,4772632.534,1,5,0,0.05,0.10,0.95,NaN,13,NaN,NaN,NaN,NaN,1429,0,0.11,0.22,0.33
20,A3C,518465.73,4772632.534,1,10,20,0.1,0.17,1.86,NaN,18,NaN,NaN,NaN,1246,1294,0,0.49,0.50,0.99
20,A4C,518465.73,4772632.534,1,20,30,0.1,0.08,0.78,NaN,17,NaN,NaN,NaN,NaN,1470,0,0.16,0.07,0.23
20,A5C,518465.73,4772632.534,1,30,40,0.1,0.08,NaN,NaN,82,NaN,NaN,NaN,NaN,1503,0,0.01,0.06,0.07
20,B1,518465.098,4772633.375,1,0,5,0.05,0.21,2.59,NaN,17,NaN,NaN,NaN,NaN,1231,0,0.97,1.52,2.48
20,B2,518465.098,4772633.375,1,5,0,0.05,0.15,1.54,NaN,17,NaN,NaN,NaN,NaN,1330,0,0.14,0.71,0.85
20,B3,518465.098,4772633.375,1,10,20,0.1,0.12,1.19,NaN,15,NaN,NaN,NaN,NaN,1382,0,0.36,0.35,0.71
20,B4,518465.098,4772633.375,1,20,30,0.1,0.08,0.71,NaN,22,NaN,NaN,NaN,NaN,1492,0,0.23,0.25,0.48
20,C1,518478.925,4772629.885,1,0,5,0.05,0.34,4.96,NaN,15,NaN,NaN,NaN,NaN,1119,0,1.15,0.75,1.91
20,C2,518478.925,4772629.885,1,5,0,0.05,0.17,2.09,NaN,16,NaN,NaN,NaN,NaN,1271,0,0.19,0.68,0.87
20,C3,518478.925,4772629.885,1,10,20,0.1,0.10,0.91,NaN,18,NaN,NaN,NaN,NaN,1437,0,0.05,0.10,0.15
20,C4,518478.925,4772629.885,1,20,30,0.1,0.11,0.84,NaN,20,NaN,NaN,NaN,NaN,1455,0,0.07,0.06,0.13
20,D1,518479.07,4772630.973,1,0,5,0.05,0.30,4.11,NaN,15,NaN,NaN,NaN,NaN,1150,0,0.72,1.10,1.81
20,D2,518479.07,4772630.973,1,5,0,0.05,0.20,2.19,NaN,17,NaN,NaN,NaN,NaN,1263,0,0.21,0.25,0.46
20,D3,518479.07,4772630.973,1,10,20,0.1,0.14,1.00,NaN,17,NaN,NaN,NaN,NaN,1417,0,0.11,0.15,0.26
20,D4,518479.07,4772630.973,1,20,30,0.1,0.09,0.84,NaN,22,NaN,NaN,NaN,NaN,1455,0,0.02,0.06,0.08
20,E1,518469.274,4772623.99,1,0,5,0.05,0.24,2.74,NaN,12,NaN,NaN,NaN,NaN,1221,0,1.22,0.50,1.72
20,E2,518469.274,4772623.99,1,5,0,0.05,0.15,1.57,NaN,21,NaN,NaN,NaN,NaN,1326,0,0.07,NaN,NaN
20,E3,518469.274,4772623.99,1,10,20,0.1,0.16,1.06,NaN,24,NaN,NaN,NaN,NaN,1405,0,0.08,0.06,0.15
20,E4,518469.274,4772623.99,1,20,30,0.1,0.11,1.01,NaN,40,NaN,NaN,NaN,NaN,1416,0,0.02,0.05,0.07
20,F1,518470.256,4772622.84,1,0,5,0.05,0.36,4.57,NaN,10,NaN,NaN,NaN,NaN,1132,0,2.40,1.47,3.87
20,F2,518470.256,4772622.84,1,5,0,0.05,0.22,2.47,NaN,15,NaN,NaN,NaN,NaN,1240,0,0.70,0.37,1.07
20,F3,518470.256,4772622.84,1,10,20,0.1,0.15,1.49,NaN,32,NaN,NaN,NaN,NaN,1336,0,0.05,0.06,0.11
20,F4,518470.256,4772622.84,1,20,30,0.1,0.13,1.35,NaN,39,NaN,NaN,NaN,NaN,1356,0,0.04,0.11,0.14
20,G1,518466.566,4772652.92,1,0,5,0.05,0.31,3.74,NaN,7,NaN,NaN,NaN,NaN,1166,0,16.55,0.93,17.49
20,G2,518466.566,4772652.92,1,5,0,0.05,0.20,1.72,NaN,21,NaN,NaN,NaN,NaN,1309,0,0.03,0.17,0.20
20,G3,518466.566,4772652.92,1,10,20,0.1,0.15,1.36,NaN,22,NaN,NaN,NaN,NaN,1354,0,0.01,0.06,0.07
20,G4,518466.566,4772652.92,1,20,30,0.1,0.12,0.98,NaN,35,NaN,NaN,NaN,NaN,1422,0,0.01,0.04,0.05
20,H1,518466.266,4772653.663,1,0,5,0.05,0.35,3.85,NaN,15,NaN,NaN,NaN,NaN,1161,0,10.65,1.15,11.80
20,H2,518466.266,4772653.663,1,5,0,0.05,0.18,1.87,NaN,18,NaN,NaN,NaN,NaN,1292,0,0.11,0.37,0.48
20,H3,518466.266,4772653.663,1,10,20,0.1,0.14,1.36,NaN,29,NaN,NaN,NaN,NaN,1355,0,0.27,0.08,0.35
20,H4,518466.266,4772653.663,1,20,30,0.1,0.09,0.78,NaN,40,NaN,NaN,NaN,NaN,1470,0,0.12,0.07,0.19
20,I1,518453.852,4772635.036,1,0,5,0.05,0.15,1.49,NaN,13,NaN,NaN,NaN,NaN,1336,0,10.77,0.14,10.91
20,I2,518453.852,4772635.036,1,5,0,0.05,0.13,1.20,NaN,19,NaN,NaN,NaN,NaN,1380,0,0.02,0.11,0.13
20,I3,518453.852,4772635.036,1,10,20,0.1,0.17,1.30,NaN,30,NaN,NaN,NaN,NaN,1364,0,0.05,0.09,0.14
20,I4,518453.852,4772635.036,1,20,30,0.1,0.11,1.00,NaN,41,NaN,NaN,NaN,NaN,1418,0,0.07,0.05,0.12
20,J1,518454.836,4772634.84,1,0,5,0.05,0.24,2.52,NaN,14,NaN,NaN,NaN,NaN,1237,0,13.11,0.64,13.75
20,J2,518454.836,4772634.84,1,5,0,0.05,0.16,1.36,NaN,20,NaN,NaN,NaN,NaN,1354,0,0.03,0.11,0.14
20,J3,518454.836,4772634.84,1,10,20,0.1,0.16,1.36,NaN,26,NaN,NaN,NaN,NaN,1354,0,0.07,0.30,0.38
20,J4,518454.836,4772634.84,1,20,30,0.1,0.13,1.08,NaN,38,NaN,NaN,NaN,NaN,1402,0,0.01,0.24,0.26
21,A1A,517955.64,4792653.93,0,0,5,0.05,0.17,1.90,6.95,78,0.14,0.41,0.44,843,1289,0,0.15,0.59,0.75
21,A2A,517955.64,4792653.93,0,5,0,0.05,0.12,0.93,6.96,16,0.12,0.35,0.53,843,1433,0,0.05,0.05,0.09
21,A3A,517955.64,4792653.93,0,10,20,0.1,0.11,0.91,7.00,75,0.12,0.29,0.59,NaN,1439,0,0.08,0.16,0.24
21,A1B,517955.64,4792653.93,0,0,5,0.05,0.12,1.14,NaN,12,NaN,NaN,NaN,836,1390,0,0.03,0.24,0.27
21,A2B,517955.64,4792653.93,0,5,0,0.05,0.11,0.96,NaN,39,NaN,NaN,NaN,836,1426,0,0.00,0.13,0.13
21,A3B,517955.64,4792653.93,0,10,20,0.1,0.12,0.97,NaN,77,NaN,NaN,NaN,NaN,1424,0,0.00,0.15,0.15
21,A1C,517955.64,4792653.93,0,0,5,0.05,0.08,0.96,NaN,29,NaN,NaN,NaN,1143,1426,0,0.06,0.20,0.26
21,A2C,517955.64,4792653.93,0,5,0,0.05,0.10,0.84,NaN,42,NaN,NaN,NaN,1143,1455,0,0.06,0.05,0.11
21,A3C,517955.64,4792653.93,0,10,20,0.1,0.08,0.85,NaN,72,NaN,NaN,NaN,NaN,1452,0,0.05,0.04,0.09
21,B1,517955.14,4792654.68,0,0,5,0.05,0.21,2.39,NaN,44,NaN,NaN,NaN,NaN,1246,0,0.72,0.21,0.92
21,B2,517955.14,4792654.68,0,5,0,0.05,0.09,1.40,NaN,16,NaN,NaN,NaN,NaN,1350,0,0.25,0.26,0.51
21,B3,517955.14,4792654.68,0,10,20,0.1,0.08,1.00,NaN,28,NaN,NaN,NaN,NaN,1417,0,0.13,0.20,0.34
21,B4,517955.14,4792654.68,0,20,30,0.1,0.05,0.76,NaN,45,NaN,NaN,NaN,NaN,1477,0,0.01,0.06,0.07
21,C1,517966.55,4792665.63,0,0,5,0.05,0.14,0.45,NaN,50,NaN,NaN,NaN,NaN,1598,0,0.02,0.75,0.77
21,C2,517966.55,4792665.63,0,5,0,0.05,0.09,0.42,NaN,69,NaN,NaN,NaN,NaN,1611,0,0.00,0.16,0.17
21,C3,517966.55,4792665.63,0,10,20,0.1,0.13,0.43,NaN,76,NaN,NaN,NaN,NaN,1604,0,0.01,0.15,0.15
21,C4,517966.55,4792665.63,0,20,30,0.1,NaN,0.00,NaN,100,NaN,NaN,NaN,NaN,0,0,#DIV/0!,NaN,#DIV/0!
21,D1,517967.55,4792664.63,0,0,5,0.05,0.30,2.72,NaN,41,NaN,NaN,NaN,NaN,1223,0,0.70,1.10,1.80
21,D2,517967.55,4792664.63,0,5,0,0.05,0.18,1.31,NaN,34,NaN,NaN,NaN,NaN,1362,0,0.48,0.44,0.92
21,D3,517967.55,4792664.63,0,10,20,0.1,0.10,0.80,NaN,15,NaN,NaN,NaN,NaN,1467,0,0.03,0.06,0.09
21,D4,517967.55,4792664.63,0,20,30,0.1,0.14,0.75,NaN,47,NaN,NaN,NaN,NaN,1481,0,0.00,0.06,0.06
21,E1,517962.33,4792651.88,0,0,5,0.05,0.14,1.20,NaN,37,NaN,NaN,NaN,NaN,1380,0,0.13,0.50,0.63
21,E2,517962.33,4792651.88,0,5,0,0.05,0.15,1.17,NaN,41,NaN,NaN,NaN,NaN,1385,0,0.03,0.10,0.13
21,E3,517962.33,4792651.88,0,10,20,0.1,0.18,1.11,NaN,63,NaN,NaN,NaN,NaN,1396,0,0.04,0.09,0.13
21,E4,517962.33,4792651.88,0,20,30,0.1,0.16,1.11,NaN,73,NaN,NaN,NaN,NaN,1397,0,0.01,0.05,0.06
21,F1,517962.83,4792650.88,0,0,5,0.05,0.17,1.57,NaN,46,NaN,NaN,NaN,NaN,1326,0,0.11,1.47,1.58
21,F2,517962.83,4792650.88,0,5,0,0.05,0.14,1.30,NaN,55,NaN,NaN,NaN,NaN,1364,0,0.08,0.37,0.45
21,F3,517962.83,4792650.88,0,10,20,0.1,0.20,1.19,NaN,71,NaN,NaN,NaN,NaN,1381,0,0.09,0.06,0.15
21,F4,517962.83,4792650.88,0,20,30,0.1,0.12,1.03,NaN,63,NaN,NaN,NaN,NaN,1413,0,0.01,0.09,0.10
21,G1,517950.99,4792643.96,0,0,5,0.05,0.11,1.00,NaN,3,NaN,NaN,NaN,NaN,1417,0,0.34,0.93,1.27
21,G2,517950.99,4792643.96,0,5,0,0.05,0.11,0.85,NaN,4,NaN,NaN,NaN,NaN,1452,0,0.14,0.11,0.25
21,G3,517950.99,4792643.96,0,10,20,0.1,0.08,0.74,NaN,5,NaN,NaN,NaN,NaN,1483,0,0.03,0.12,0.14
21,G4,517950.99,4792643.96,0,20,30,0.1,0.07,0.76,NaN,8,NaN,NaN,NaN,NaN,1477,0,0.01,0.04,0.05
21,H1,517950.49,4792643.71,0,0,5,0.05,0.10,1.05,NaN,2,NaN,NaN,NaN,NaN,1407,0,0.23,1.15,1.39
21,H2,517950.49,4792643.71,0,5,0,0.05,0.10,1.03,NaN,6,NaN,NaN,NaN,NaN,1412,0,0.06,0.37,0.43
21,H3,517950.49,4792643.71,0,10,20,0.1,0.07,0.86,NaN,10,NaN,NaN,NaN,NaN,1450,0,0.03,0.08,0.11
21,H4,517950.49,4792643.71,0,20,30,0.1,0.09,0.79,NaN,12,NaN,NaN,NaN,NaN,1469,0,0.01,0.07,0.08
21,I1,517943.86,4792659.43,0,0,5,0.05,0.11,0.96,NaN,24,NaN,NaN,NaN,NaN,1427,0,0.20,0.15,0.35
21,I2,517943.86,4792659.43,0,5,0,0.05,0.09,0.61,NaN,22,NaN,NaN,NaN,NaN,1526,0,0.06,0.16,0.23
21,I3,517943.86,4792659.43,0,10,20,0.1,0.09,0.65,NaN,18,NaN,NaN,NaN,NaN,1510,0,0.05,0.02,0.07
21,I4,517943.86,4792659.43,0,20,30,0.1,0.12,0.66,NaN,19,NaN,NaN,NaN,NaN,1508,0,0.02,0.02,0.04
21,J1,517944.86,4792659.93,0,0,5,0.05,0.12,1.04,NaN,56,NaN,NaN,NaN,NaN,1409,0,0.26,0.41,0.67
21,J2,517944.86,4792659.93,0,5,0,0.05,0.11,0.83,NaN,41,NaN,NaN,NaN,NaN,1458,0,0.05,0.16,0.22
21,J3,517944.86,4792659.93,0,10,20,0.1,0.09,0.59,NaN,24,NaN,NaN,NaN,NaN,1534,0,0.00,0.03,0.03
21,J4,517944.86,4792659.93,0,20,30,0.1,0.07,0.62,NaN,38,NaN,NaN,NaN,NaN,1521,0,0.02,0.06,0.08
22,A1A,515533.26,4791884.67,0,0,5,0.05,0.30,3.58,5.90,25,0.09,0.81,0.09,729,683,0,1.48,0.50,1.98
22,A2A,515533.26,4791884.67,0,5,0,0.05,0.24,2.71,6.46,75,0.10,0.80,0.10,729,747,0,0.10,0.22,0.31
22,A3A,515533.26,4791884.67,0,10,20,0.1,0.16,2.34,6.41,36,0.10,0.80,0.10,NaN,784,0,0.04,0.09,0.13
22,A4A,515533.26,4791884.67,0,20,30,0.1,0.12,1.79,6.78,30,0.09,0.78,0.13,NaN,854,0,0.04,0.09,0.13
22,A5A,515533.26,4791884.67,0,30,40,0.1,0.13,NaN,6.99,27,NaN,NaN,NaN,672,949,0,0.05,0.12,0.17
22,A6A,515533.26,4791884.67,0,40,50,0.1,0.06,NaN,NaN,42,NaN,NaN,NaN,NaN,1035,0,0.01,NaN,NaN
22,A1B,515533.26,4791884.67,0,0,5,0.05,0.40,4.59,NaN,13,NaN,NaN,NaN,727,630,0,8.38,1.82,10.20
22,A2B,515533.26,4791884.67,0,5,0,0.05,0.32,3.57,NaN,14,NaN,NaN,NaN,727,683,0,0.24,0.49,0.73
22,A3B,515533.26,4791884.67,0,10,20,0.1,0.22,2.28,NaN,20,NaN,NaN,NaN,NaN,790,0,0.02,0.20,0.22
22,A4B,515533.26,4791884.67,0,20,30,0.1,0.16,1.61,NaN,24,NaN,NaN,NaN,NaN,884,0,0.07,0.23,0.30
22,A5B,515533.26,4791884.67,0,30,40,0.1,NaN,NaN,NaN,6,NaN,NaN,NaN,770,0,0,0.02,0.12,0.14
22,A6B,515533.26,4791884.67,0,40,50,0.1,NaN,NaN,NaN,38,NaN,NaN,NaN,NaN,0,0,0.23,NaN,NaN
22,A1C,515533.26,4791884.67,0,0,5,0.05,0.36,4.03,NaN,24,NaN,NaN,NaN,823,657,0,2.12,1.21,3.32
22,A2C,515533.26,4791884.67,0,5,0,0.05,0.28,3.20,NaN,16,NaN,NaN,NaN,823,708,0,0.50,0.22,0.72
22,A3C,515533.26,4791884.67,0,10,20,0.1,0.25,2.45,NaN,11,NaN,NaN,NaN,NaN,772,0,0.22,0.15,0.37
22,A4C,515533.26,4791884.67,0,20,30,0.1,0.17,1.81,NaN,20,NaN,NaN,NaN,NaN,852,0,0.35,0.14,0.49
22,A5C,515533.26,4791884.67,0,30,40,0.1,0.14,NaN,NaN,53,NaN,NaN,NaN,700,925,0,0.12,0.17,0.29
22,A6C,515533.26,4791884.67,0,40,50,0.1,NaN,NaN,NaN,7,NaN,NaN,NaN,NaN,0,0,0.10,0.10,0.20
22,B1,515532.76,4791885.17,0,0,5,0.05,0.44,5.29,NaN,54,NaN,NaN,NaN,NaN,602,0,1.28,1.42,2.71
22,B2,515532.76,4791885.17,0,5,0,0.05,0.34,3.79,NaN,26,NaN,NaN,NaN,NaN,671,0,0.52,0.43,0.95
22,B3,515532.76,4791885.17,0,10,20,0.1,0.23,2.64,NaN,27,NaN,NaN,NaN,NaN,753,0,0.29,NaN,NaN
22,B4,515532.76,4791885.17,0,20,30,0.1,0.19,2.28,NaN,24,NaN,NaN,NaN,NaN,790,0,0.11,0.20,0.30
22,C1,515546.02,4791887.15,0,0,5,0.05,0.42,4.73,NaN,35,NaN,NaN,NaN,NaN,624,0,0.96,1.32,2.28
22,C2,515546.02,4791887.15,0,5,0,0.05,0.31,2.79,NaN,37,NaN,NaN,NaN,NaN,740,0,0.04,0.28,0.32
22,C3,515546.02,4791887.15,0,10,20,0.1,0.22,2.15,NaN,29,NaN,NaN,NaN,NaN,806,0,0.03,0.10,0.13
22,C4,515546.02,4791887.15,0,20,30,0.1,0.17,1.59,NaN,18,NaN,NaN,NaN,NaN,889,0,0.09,0.03,0.12
22,D1,515545.02,4791887.35,0,0,5,0.05,0.28,3.21,NaN,35,NaN,NaN,NaN,NaN,707,0,0.10,0.41,0.51
22,D2,515545.02,4791887.35,0,5,0,0.05,0.23,2.34,NaN,27,NaN,NaN,NaN,NaN,784,0,0.01,0.16,0.17
22,D3,515545.02,4791887.35,0,10,20,0.1,0.24,1.95,NaN,13,NaN,NaN,NaN,NaN,831,0,0.06,0.15,0.21
22,D4,515545.02,4791887.35,0,20,30,0.1,0.19,1.65,NaN,25,NaN,NaN,NaN,NaN,877,0,0.04,0.13,0.17
22,E1,515536.64,4791877.42,0,0,5,0.05,0.45,4.76,NaN,20,NaN,NaN,NaN,NaN,623,0,1.33,2.00,3.33
22,E2,515536.64,4791877.42,0,5,0,0.05,0.31,3.40,NaN,12,NaN,NaN,NaN,NaN,695,0,0.34,0.77,1.11
22,E3,515536.64,4791877.42,0,10,20,0.1,0.29,2.88,NaN,12,NaN,NaN,NaN,NaN,733,0,0.04,0.22,0.26
22,E4,515536.64,4791877.42,0,20,30,0.1,0.24,2.26,NaN,11,NaN,NaN,NaN,NaN,792,0,0.05,0.21,0.26
22,F1,515536.14,4791876.42,0,0,5,0.05,0.41,3.76,NaN,25,NaN,NaN,NaN,NaN,672,0,0.90,0.79,1.69
22,F2,515536.14,4791876.42,0,5,0,0.05,0.37,4.00,NaN,16,NaN,NaN,NaN,NaN,659,0,1.25,1.54,2.79
22,F3,515536.14,4791876.42,0,10,20,0.1,0.29,2.69,NaN,14,NaN,NaN,NaN,NaN,749,0,0.16,0.23,0.39
22,F4,515536.14,4791876.42,0,20,30,0.1,0.20,2.07,NaN,16,NaN,NaN,NaN,NaN,816,0,0.02,0.13,0.14
22,G1,515521.79,4791868.29,0,0,5,0.05,0.59,6.84,NaN,82,NaN,NaN,NaN,NaN,554,0,0.23,1.05,1.29
22,G2,515521.79,4791868.29,0,5,0,0.05,0.49,5.25,NaN,77,NaN,NaN,NaN,NaN,603,0,0.18,0.59,0.77
22,G3,515521.79,4791868.29,0,10,20,0.1,0.40,4.29,NaN,69,NaN,NaN,NaN,NaN,644,0,0.02,0.37,0.39
22,G4,515521.79,4791868.29,0,20,30,0.1,0.44,4.58,NaN,68,NaN,NaN,NaN,NaN,631,0,0.12,0.37,0.49
